100	32989
200	88883
300	192155
400	338479
500	489457
600	795655
700	1031006
800	1254692
900	2071073
1000	2329628
1100	2733113
1200	3189480
1300	3443333
1400	4339299
1500	6629500
1600	7578644
1700	6539250
1800	6899484
1900	7243212
2000	8197082
2100	10032918
2200	13587345
2300	11303455
2400	12627139
2500	15637070
2600	16080734
2700	15406535
2800	17809631
2900	20040063
3000	23433079
3100	26010815
3200	24582157
3300	25931036
3400	25769105
3500	26035527
3600	27654290
3700	36810991
3800	38492986
3900	37452702
4000	37239488
4100	37538987
4200	42492231
4300	46203390
4400	47919658
4500	54336714
4600	52281358
4700	53089501
4800	55876511
4900	53917404
5000	65108266
5100	68794318
5200	63045835
5300	74093666
5400	66647852
5500	73220847
5600	77194960
5700	91532809
5800	86872729
5900	82083467
6000	103151836
6100	122724753
6200	108412834
6300	107029073
6400	111042689
6500	96457819
6600	105946209
6700	100559145
6800	106790388
6900	121446523
7000	135846834
7100	118367154
7200	118404543
7300	119676580
7400	150013701
7500	123660719
7600	131245401
7700	160184958
7800	149402058
7900	163766353
8000	161890224
8100	169020161
8200	153642560
8300	153358148
8400	161598311
8500	176392027
8600	197978603
8700	197142286
8800	192144689
8900	213881360
9000	212769217
9100	223422886
9200	214073013
9300	186994642
9400	219319675
9500	231700569
9600	224264474
9700	230208522
9800	263875412
9900	239366674
10000	225495126
10100	229128474
10200	233036214
10300	259284375
10400	252550572
10500	248466132
10600	243714613
10700	253611645
10800	255942069
10900	294406728
11000	286486911
11100	275275015
11200	276925976
11300	288168462
11400	286786793
11500	279619606
11600	287349722
11700	295249919
11800	298403994
11900	331391640
12000	339812524
12100	332364286
12200	344178367
12300	368691485
12400	371264108
12500	363901753
12600	377439477
12700	385219823
12800	377964904
12900	414401818
13000	484013036
13100	415914280
13200	414955239
13300	519588621
13400	482117782
13500	410137286
13600	436299780
13700	482679464
13800	452451275
13900	447343565
14000	459870756
14100	486289160
14200	462155843
14300	481529242
14400	474899089
14500	465278415
14600	512434493
14700	584031072
14800	909072540
14900	557151189
15000	545168655
15100	589836692
15200	542697815
15300	596640779
15400	598356117
15500	583868287
15600	576768900
15700	633794959
15800	599548723
15900	608150872
16000	619338033
16100	608200439
16200	614674850
16300	619016585
16400	625394494
16500	627201989
16600	871524420
16700	703377954
16800	694491446
16900	696705770
17000	725681863
17100	739315768
17200	731389252
17300	700814509
17400	803567883
17500	779623577
17600	809053498
17700	857632061
17800	863482013
17900	903617370
18000	818298728
18100	826791664
18200	877632805
18300	830968411
18400	839989295
18500	890476126
18600	845020417
18700	1077435115
18800	856290823
18900	919631802
19000	925667766
19100	1059398916
19200	954948035
19300	965314064
19400	1013247123
19500	1008600701
19600	1016503061
19700	1054663099
19800	950631027
19900	1045647536
20000	1031042945
20100	959041492
20200	968492141
20300	974174946
20400	979323285
20500	964904403
20600	1002230456
20700	996210321
20800	1049791139
20900	1173565497
21000	1055500767
21100	1084802125
21200	1102980971
21300	1075661137
21400	1064097346
21500	1255529698
21600	1472032011
21700	1356245888
21800	1697983560
21900	1337652918
22000	1408249760
22100	1285054640
22200	1462215500
22300	1405649970
22400	1405791031
22500	1363870254
22600	1664307979
22700	1711351424
22800	1838881757
22900	1944290852
23000	2163166589
23100	1859476555
23200	1939744235
23300	1755829612
23400	1666395519
23500	1646432370
23600	2063765164
23700	2338548665
23800	4079202740
23900	2102802744
24000	1877012307
24100	2571337749
24200	2093056088
24300	1898178627
24400	1981007847
24500	1886015019
24600	2018028994
24700	2076837872
24800	2055006251
24900	2068987269
25000	2256864241
25100	2287900097
25200	2352522445
25300	2177754653
25400	1969743596
25500	1914052712
25600	1839134079
25700	2044446306
25800	2304337276
25900	2481857912
26000	2418947534
26100	2179528302
26200	2516915152
26300	2015860069
26400	2078271853
26500	2632558449
26600	2245984514
26700	2028720255
26800	2412008143
26900	2696134586
27000	3072847515
27100	3709650154
27200	2554350603
27300	2624809749
27400	2400852484
27500	2575233783
27600	2941152176
27700	2287848288
27800	2723115514
27900	2739049480
28000	2748048648
28100	2673537399
28200	2606895991
28300	2286633435
28400	2317176274
28500	2639270942
28600	2620572781
28700	2345893543
28800	2390573555
28900	2522867566
29000	2362609869
29100	2463568049
29200	2385866966
29300	2534797445
29400	2492773217
29500	2474891613
29600	2545650287
29700	2538987281
29800	2652764279
29900	2708702141
30000	2583642554
30100	2620336202
30200	2795589784
30300	2977678140
30400	2975005958
30500	3771959666
30600	3670450984
30700	3832830050
30800	3497404945
30900	3039453153
31000	3409817600
31100	2897820396
31200	2994860603
31300	3282894899
31400	3403539962
31500	4310129051
31600	3869636096
31700	4140547386
31800	4120227683
31900	3818026617
32000	3600790386
32100	3678965533
32200	3633029422
32300	4346619208
32400	4644760385
32500	3813765821
32600	4110011146
32700	5782115094
32800	3916250554
32900	4196632266
33000	4500835581
33100	4130185964
33200	4537976821
33300	3855862315
33400	3636278394
33500	3791814356
33600	3621915122
33700	4764218573
33800	5067238105
33900	4387553216
34000	3915574840
34100	3869888636
34200	3831436858
34300	4154899457
34400	3868253301
34500	4882707554
34600	6066527095
34700	4720714368
34800	4316952556
34900	4228569448
35000	4616437619
35100	4907016960
35200	5346517759
35300	5224925737
35400	5203763953
35500	5342708128
35600	4902929850
35700	4655882679
35800	4576121058
35900	5193213738
36000	5394109028
36100	4614225337
36200	4335712492
36300	4474904087
36400	4598957575
36500	4305143796
36600	4440194524
36700	4479401526
36800	4466632360
36900	5539553373
37000	6298245973
37100	6120821851
37200	5428231618
37300	5774487900
37400	5792453614
37500	5740597390
37600	6711570806
37700	6462866173
37800	7553038009
37900	6869423351
38000	6654371436
38100	8630895043
38200	6218012393
38300	7479041155
38400	5416785012
38500	5096892795
38600	5292716905
38700	5374848191
38800	5640879190
38900	5982859723
39000	6331345545
39100	5788480644
39200	5648781644
39300	5838792502
39400	6237058579
39500	5731089149
39600	5803001110
39700	5930995197
39800	7311840933
39900	6114515427
40000	6906439509
40100	7085074622
40200	7082925838
